"key_language_english","Ngôn ngữ/English"
"key_lbp","LBP"
"key_legal_age_title","Tuổi hợp pháp là trường thông tin bắt buộc"
"key_loading","Đang tải"
"key_missing_location","Thiếu địa chỉ"
"key_location_permission_required","Quyền truy cập vị trí là bắt buộc để sử dụng ứng dụng này!"
"key_location_permission_not_granted","Quyền truy cập vị trí chưa được xác nhận."
"key_location_problem","Vấn đề địa chỉ"
"key_location_services","Dịch vụ định vị"
"key_login","Đăng nhập"
"key_logout","Đăng xuất"
"key_gender_male","Nam"
"key_male","Nam"
"key_gender_placeholder","Nam/ Nữ"
"key_manage_payments","Quản lý thanh toán"
"key_merchants","Cửa hàng"
"key_minimum_charge_for","Giá trị đơn hàng tối thiểu là"
"key_minimum_charge_is","Giá trị đơn hàng tối thiểu là"
"key_minimum_charge_not_reached_error","Chưa đạt tới giá trị đơn hàng tối thiểu"
"key_minimum_order","Đơn hàng tối thiểu:"
"key_mm_yy","MM/YY"
"key_mobile","Điện thoại"
"key_1","Thứ Hai"
"key_monday","Thứ Hai"
"key_mondays","Thứ Hai"
"key_more_info","Thêm thông tin"
"key_credit_card_on_delivery_MANO","Multicaixa POS"
"key_my_favorites","Sản phẩm yêu thích"
"key_my_location","Địa điểm hiện tại của tôi"
"key_my_orders","Đơn hàng của tôi"
"key_my_payment_methods","CÁC PHƯƠNG THỨC THANH TOÁN CỦA TÔI"
"key_my_profile","THÔNG TIN CỦA TÔI"
"key_my_wallet","Ví"
"key_na","N/A"
"key_name","Tên"
"key_area_placeholder","Khu lân cận"
"key_nevermind","Bỏ qua"
"key_nevermind_new","Bỏ qua"
"key_new_address","Địa chỉ mới"
"key_new_card","Thẻ mới"
"key_next","TIẾP THEO"
"key_ngn","NGN"
"key_nickname","Tên gọi khác"
"key_option_no","KHÔNG"
"key_max_stock_reached","Không còn mặt hàng này trong kho."
"key_no_order_accepted_on","Không có đơn hàng được chấp nhận trong"
"key_not_now","không phải lúc này"
"key_ok","OK"
"key_on_the_way","Đang giao"
"key_add_online_payment","Thanh toán trực tuyến"
"key_min_items_error","Oops! Bạn không có sản phẩm nào trong giỏ hàng."
"key_opens","Mở"
"key_opens_at","Mở cửa lúc"
"key_order_again","Đặt lại"
"key_canceled","Đơn hàng đã huỷ"
"key_order_canceled","Đơn hàng đã huỷ"
"key_order_history","Lịch sử mua hàng"
"key_previous_orders","Lịch sử mua hàng"
"key_order_summary","Thông tin đơn hàng"
"key_other_type_required","Cần chọn loại khác"
"key_out_for_delivery","Đang giao hàng"
"key_out_of_reach_button","NGOÀI KHU VỰC"
"key_out_of_reach_alert_title","Ngoài khu vực!"
"key_out_of_stock","Tạm hết hàng"
"key_password","Tìm kiếm phổ biến"
"key_payment_type_card_on_delivery_description","Thanh toán bằng thẻ tại điểm giao hàng"
"key_payment_type_cash_description"," Trả tiền mặt khi nhận hàng"
"key_payment","THANH TOÁN"
"key_payment_decline","Thanh toán bị từ chối: Thất bại"
"key_payment_decline","Thanh toán bị Từ chối: Không thành công"
"key_payment_methods","Phương thức thanh toán"
"key_pending","Chờ xử lý"
"key_pet_profile","Thông tin vật nuôi"
"key_pet_profile","Thông tin thú cưng"
"key_phone_number","Số điện thoại"
"key_pick_drop","Chọn & Thả"
"key_pick_location","Lựa chọn địa chỉ"
"key_pick_image","Lựa chọn một hình ảnh"
"key_pick_country","LỰA CHỌN QUÔC GIA"
"key_picked_up","Đã nhận hàng"
"key_locations_same_error","Địa chỉ nhận hàng và giao hàng đồng nhất"
"key_pickup_from","Nhận hàng từ?"
"key_pickup_from_store","Nhận hàng tại cửa hàng"
"key_pickup_instructions","Hướng dẫn nhận hàng"
"key_pickup_time","Thời gian nhận hàng"
"key_pin_your_location","Ghim địa chỉ của bạn"
"key_place_order","ĐẶT ĐƠN"
"key_delivery_note_mandatory","Bổ sung ghi chú giao hàng?"
"key_please_add_your_comments","Vui lòng thêm nhận xét ở đây..."
"key_check_internet_message","Vui lòng kiểm tra kết nối mạng. Nếu vẫn xảy ra lỗi, bạn luôn có thể liên hệ chúng tôi qua hotline."
"key_Please_confirm_your_delivery_address","Vui lòng xác nhận địa chỉ giao hàng của bạn."
"key_please_enter_cvv","Vui lòng nhập CVV"
"key_please_enter_some_comments","Vui lòng thêm nhận xét!"
"key_please_enter_your_details","Vui lòng nhập thông tin chi tiết của bạn."
"key_send_your_comments_suggestions","Vui lòng gửi lại nhận xét và lời nhắn tới chúng tôi
camera_usage_description","Vui lòng phân quyền truy cập cho camera để tải ảnh tới eddress"
"key_please_install_google_map","Vui lòng cài đặt Google Map"
"key_suggest_products_message","Vui lòng liệt kê tất cả những sản phẩm bạn mong muốn đề xuất"
"key_additionInfo_text","Vui lòng cung cấp thêm thông tin để giúp chúng tôi có thể phục vụ bạn tốt hơn.  Ví dụ: Thông tin dị ứng, hướng dẫn đi vào tòa nhà, vân vân..."
"key_please_rate_the_service","Vui lòng đánh giá dịch vụ"
"key_request_activation_code","Vui lòng yêu cầu mã kích hoạt."
"key_missing_dropoff_error","Vui lòng lựa chọn một địa chỉ giao hàng"
"key_missing_time_error","Vui lòng lựa chọn thời gian mong muốn"
"key_missing_payment_method_error","Vui lòng lựa chọn một phương thức thanh toán"
"key_missing_pickup_error","Vui lòng lựa chọn một địa chỉ nhận hàng"
"key_maximum_selection_msg","Vui lòng chọn tối đa %d sản phẩm trong %@"
"key_maximum_selection_with_quantity_msg","Vui lòng chọn tối đa %d sản phẩm trong %@, %@"
"key_minimum_selection_msg","Vui lòng chọn tối thiểu %d sản phẩm trong %@"
"key_minimum_selection_with_quantity_msg","Vui lòng chọn tối thiểu %d sản phẩm trong %@, %@"
"key_minimum_selection_with_quantity_msg","Vui lòng lựa chọn ít nhất %d sản phẩm trong %@, %@"
"key_please_select_time_for_selected_date","Vui lòng chọn thời gian cụ thể"
"key_please_select_countrycode","Vui lòng chọn mã quốc gia"
"key_please_sign_in","Vui lòng đăng nhập"
"key_try_again_later","Hãy thử lại sau!"
"key_pin_location_manually_error","Vui lòng thử lại hoặc xác định ghim địa chỉ của bạn theo bản đồ"
"key_turn_on_gps","Vui lòng bật GPS để xác định địa chỉ của bạn"
"key_confirm_pin_message","Vui lòng xác nhận địa chỉ của bạn chính xác khi ghim địa chỉ vì điều đó có thể ảnh hưởng hiệu suất giao hàng."
"key_please_give_us_some_feedback","Vui lòng đánh giá dịch vụ!"
"key_popular_searches","Tìm kiếm phổ biến"
"key_payment_type_card_on_delivery","POS"
"key_credit_card_on_delivery","Máy POS"
"key_credit_card_on_delivery_AFC","Thu tiền với máy POS khi giao hàng"
"key_postal_code","Mã bưu điện"
"key_postal_code_placeholder","Mã bưu điện"
"key_postal_code_required","Mã bưu điện là trường thông tin bắt buộc"
"key_pre_order_for","Đặt trước cho"
"key_preorder_now","Đặt trước Ngay"
"key_previously_ordered","Đã từng đặt hàng"
"key_pricing_detail","Chi tiết Giá"
"key_pricing_problem","Vấn đề về giá"
"key_privacy_terms","Quyền riêng tư & Điều khoản"
"key_proceed","TIẾP TỤC"
"key_processing","Đang xử lý"
"key_products","Sản phẩm"
"key_profile","THÔNG TIN"
"key_promo_code","Mã khuyến mãi"
"key_promo_code_redeemed","Mã giảm giá được áp dụng!"
"key_promo_codes","Mã giảm giá"
"key_more_info_placeholder","Bổ sung thêm thông tin"
"key_qar","QAR"
"key_rate_the_last_products","Đánh giá sản phẩm"
"key_rate_the_last_products","Đánh giá sản phẩm"
"key_rating","Đánh giá"
"key_rating_disable","Mục đánh giá đã bị khóa"
"key_read_less","Thu gọn"
"key_read_more","Xem thêm"
"key_ready","Sẵn sàng"
"key_ready_state","SẴN SÀNG"
"key_reason","Lý do"
"key_double_opt_In","Nhận cập nhật quan trọng & thông báo qua email!"
"key_my_orders","Đơn hàng gần đây"
"key_recent_order","Đơn hàng gần đây"
"key_recommended_products","Sản phẩm đề xuất"
"key_redeem_promo","SỬ DỤNG MÃ GIẢM GIÁ"
"key_Refer","Giới thiệu bạn bè"
"key_Refer_a_friend","Giới thiệu bạn bè"
"key_Refer_a_friend_to_earn_money","Giới thiệu bạn bè và kiếm tiền"
"key_referral_link_generation","Đường link giới thiệu bạn bè chưa được tạo."
"key_related_products","Các sản phẩm liên quan"
"key_relocating_your_address","Đổi địa chỉ"
"key_remove_item_from_basket","Bỏ một sản phẩm khỏi Giỏ hàng?"
"key_remove_promo_code","Xoá mã giảm giá"
"key_reorder","Đặt hàng lại"
"key_request_by_email","Yêu cầu qua Email"
"key_required_fields","Các trường thông tin bắt buộc"
"key_reservations_are_full_for","Đơn hàng đặt trước đã quá tải trong %s"
"key_reset","Tải lại"
"key_restart_required","Yêu cầu khởi động lại"
"key_round_trip","Giao hai chiều?"
"key_From_same_brand","Cùng nhãn hiệu"
"key_From_same_brand","Cùng nhãn hiệu"
"key_From_same_category","Cùng chủng loại"
"key_From_same_category","Cùng ngành hàng"
"key_sar","SAR"
"key_6","Thứ bảy"
"key_saturday","Thứ Bảy"
"key_saturdays","Thứ Bảy"
"key_save","Lưu lại"
"key_save_address","LƯU ĐỊA CHỈ"
"key_payment_type_add_card","Lưu thẻ tín dụng hoặc thẻ ngân hàng của bạn."
"key_search_products_brands","Tìm kiếm..."
"key_search_products","Tìm sản phẩm..."
"key_search_for_restruents","Tìm nhà hàng"
"key_search_shops_products","Tìm cửa hàng và sản phẩm..."
"key_search_in","Tìm kiếm trong %@"
"key_address_search_tip","Tìm kiếm với Google hoặc di chuyển bản đồ tới vị trí bạn muốn"
"key_search_or_move_map","Tìm kiếm hoặc di chuyển bản đồ"
"key_see_all","Xem Tất cả"
"key_select_payment_method","Lựa chọn phương thức thanh toán"
"key_Please_select_a_delivery_address","Lựa chọn một địa chỉ"
"key_select_an_address","Lựa chọn một địa chỉ"
"key_select_address_type","LỰA CHỌN LOẠI ĐỊA CHỈ"
"key_select_dropoff_location","Lựa chọn địa chỉ giao hàng"
"key_select_language","Lựa chọn Ngôn ngữ"
"key_select_pickup_location","Lựa chọn địa chỉ nhận hàng"
"key_select_gender","Lựa chọn giới tính của bạn"
"key_select_Your_gift_wrap","Chọn giấy gói quà"
"key_select_payment","Lựa chọn..."
"key_send_feedback","Gửi phản hồi
send_comments","Gửi phản hồi"
"key_send_us_feedback","Vui lòng chia sẻ với chúng tôi cảm nhận của bạn!"
"key_You_must_select_an_address_before_proceeding","Dịch vụ và sản phẩm có thể thay đổi với địa chỉ này, bạn có muốn tiếp tục?"
"key_more_settings","Cài đặt"
"key_settings","CÀI ĐẶT"
"key_sgd","SGD"
"key_share","Chia sẻ"
"key_share_app","CHIA SẺ ỨNG DỤNG"
"key_sign_in_button_title","ĐĂNG NHẬP"
"key_get_started","Đăng ký ngay"
"key_signin_with","Đăng ký với"
"key_skip","Bỏ qua"
"key_sms_verification","Xác nhận qua tin nhắn"
"key_items_price_may_vary","Giá các mặt hàng có thể thay đổi sau khi được cân"
"key_header_available_areas","Rất tiếc! Chúng tôi chưa giao hàng tới khu vực này."
"key_out_of_reach_message","Rất tiếc! Chúng tôi chưa giao hàng tới khu vực này."
"key_start_new_cart","Bắt đầu một giỏ hàng mới?"
"key_store_address","Địa chỉ cửa hàng"
"key_store_timing","Thời gian mở cửa"
"key_street","Tên đường/phố"
"key_street_is_required","Cần điền thông tin Đường/Phố"
"key_street_placholder","Đường số"
"key_submit","Gửi"
"key_submit_feedback","Gửi đánh giá"
"key_subtotal","Tổng thanh toán"
"key_suggest_products","Gợi ý Sản phẩm"
"key_7","Chủ nhật"
"key_sunday","Chủ Nhật"
"key_sundays","Chủ Nhật"
"key_surcharge","Phụ phí"
"key_surchage_description","Phụ phí cho đơn hàng dưới"
"key_tap_to_add_location","Nhấn để thêm địa chỉ mới"
"key_tip_select_location","Nhấn chọn địa chỉ giao hàng"
"key_terms_condition_heighlighted_text","Điều khoản và Điều kiện"
"key_thanks_for_feedback","Cảm ơn ý kiến đóng góp của bạn!"
"key_delay_explanation","Sự chậm trễ thường là do nhà cung cấp dịch vụ di động của bạn. Vui lòng gửi email cho chúng tôi để chúng tôi có thể giải quyết vấn đề và giúp bạn bắt đầu."
"key_item_customization_updated","Mặt hàng sau không có sẵn hoặc được sửa đổi trong cửa hàng, chúng tôi đã điều chỉnh giỏ hàng của bạn cho phù hợp."
"key_the_following_items","Các mặt hàng sau đây đã hết hàng! Chúng tôi đã điều chỉnh giỏ hàng của bạn cho phù hợp. ðŸ ™ ˆ"
"key_store_currently_closed"," Cửa hàng đang tạm thời đóng cửa"
"key_service_is_not_available","Dịch vụ chưa có ở khu vực của bạn"
"key_4","Thứ Năm"
"key_thursday","Thứ Năm"
"key_thursdays","Thứ Năm"
"key_tip_for_driver","Tip cho nhân viên giao hàng"
"key_tip_the_driver_section_header","Tip cho nhân viên giao hàng?"
"key_today","Hôm nay"
"key_tomorrow","ngày mai"
"key_total","TỔNG CỘNG"
"key_2","Thứ Ba"
"key_2","Thứ ba"
"key_tuesday","Thứ Ba"
"key_tuesdays","Thứ Ba"
"key_type_name_for_address","Thêm tên cho địa chỉ này"
"key_update_pin","Cập nhật mã Pin"
"key_usd","USD"
"key_payment_type_credit_description","Sử dụng thẻ thanh toán online"
"key_validation_error","Lỗi xác thực"
"key_vat_number","Thuế giá trị gia tăng #"
"key_verify_pin","xác minh địa chỉ được ghim"
"key_version","Phiên bản"
"key_view_all","Xem tất cả"
"key_view_Basket","Xem Giỏ hàng"
"key_view_details","Xem Chi tiết"
"key_view_order","Xem đơn hàng"
"key_view_pricing","XEM GIÁ"
"key_viewed","Đã xem"
"key_building_placholder","Nhà số"
"key_wallet","Ví"
"key_wallet_funded_msg","Ví được nạp từ %@ hoặc từ các ưu đãi khi giới thiệu bạn bè và có thể sử dụng để thanh toán"
"key_service_closed_msg","Chúng tôi rất tiếc: Dịch vụ của chúng tôi tạm thời đóng cửa trong thời gian này."
"key_We_could_not_find_an_address_close_to_your_location","Chúng tôi không tìm thấy địa chỉ gần với địa điểm của bạn. Vui lòng lựa chọn một địa chỉ giao hàng."
"key_We_have_updated_your_current_address","Chúng tôi đã cập nhật địa chỉ hiện tại theo vị trí của bạn."
"key_need_saudi_number_in_order_to_deliver_AFC","Chúng tôi cần một số Saudi để giao hàng"
"key_we_appreciate_your_feedback","Chúng tôi thực sự trân trọng những đánh giá của bạn!"
"key_We_use_your_location","Chúng tôi sử dụng vị trí của bạn để tìm kiếm cửa hàng gần đó"
"key_3","Thứ Tư"
"key_wednesday","Thứ Tư"
"key_wednesdays","Thứ Tư"
"key_no_search_result","Xin lỗi! Chúng tôi không tìm thấy kết quả nào cho tìm kiếm của bạn về"
"key_an_activation_code","Chúng tôi đã gửi cho bạn một tin nhắn qua"
"key_what_time","Lựa chọn thời gian?"
"key_search_where_from","Giao hàng từ?"
"key_search_where_to","Giao hàng tới?"
"key_where_to","Giao hàng tới?"
"key_within","TRONG VÒNG"
"key_work","Cơ quan"
"key_free_delivery_for_order","Yay! Miễn phí giao hàng cho đơn hàng ðŸ‘"
"key_option_yes","CÓ"
"key_confirm_clear_cart","Đúng, xoá giỏ hàng"
"key_delete_card_confirm","Đúng, Xoá thẻ!"
"key_signin_just_browse_text","Bạn đang ở chế độ \n xem nhanh. Bạn cần \nđăng nhập để bắt đầu mua sắm!"
"key_email_not_configured_error","Bạn không thể gửi email, vui lòng đảm bảo bạn đã cài đặt email trên điện thoại của mình"
"key_no_iems_in_basket","Bạn đang không có mặt hàng nào trong giỏ!"
"key_different_store","Bạn chưa chọn địa chỉ hoặc địa chỉ bạn chọn không nằm trong khu vực phục vụ của Cửa Hàng %@"
"key_clear_cart_message","Bạn sẽ không đặt hàng từ cửa hàng khác. Xoá giỏ hàng và tiếp tục?"
"key_add_card_transaction_note","Bạn có thể nhận được thông báo xác thực với value 0,01 từ ngân hàng của mình."
"key_mustaccepttermsconditon_text","Bạn cần chọn đồng ý với các Điều Khoản và Điều Kiện để tiếp tục."
"key_legal_age_message","Bạn phải đủ tuổi hợp pháp để mua sản phẩm này."
